celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,var_week_1,var_week_2,var_week_3,var_week_4,var_week_5,var_week_6,var_week_7,var_week_8,var_week_9,var_week_10,var_week_11,season_mean_week_variance,season_flag,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference,season_flag_parsed,avg_agg_score,avg_week_variance
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8,8,8,,9,7,9,,9,9,10,,7,7,8,,10,9,10,,12,11,13,,9,8.5,9,,9.5,9.5,9.5,,9.5,9.5,10,,10,9.6666,10,,,,,,24.0,3.0,25.0,3.0,28.0,2.0,22.0,6.0,29.0,1.0,36.0,3.0,26.5,3.0,28.5,1.0,29.0,2.0,29.666600000000003,2.0,,,10,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,2.6,3.0,10,-0.3999999999999999,True,27.76666,5.740384350924122
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8,7,8,,7,7,7,,8,8,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,23.0,4.0,21.0,8.0,24.0,7.0,,,,,,,,,,,,,,,,,3,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,6.333333333333333,11.0,3,-4.666666666666667,True,22.666666666666668,5.740384350924122
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8,7,8,,8,7,8,,8,8,8,,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,23.0,4.0,23.0,6.0,24.0,7.0,21.0,9.0,,,,,,,,,,,,,,,4,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,6.5,10.0,4,-3.5,True,22.75,5.740384350924122
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9,8,9,,7,7,8,,9,8,8,,8,7,7,,8,8,8,,12.6666,11.6666,12.6666,,9,8,8.5,,0,0,0,,0,0,0,,0,0,0,,,,,,26.0,1.0,22.0,7.0,25.0,5.0,22.0,6.0,24.0,6.0,36.9998,2.0,25.5,6.0,,,,,,,,,7,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,4.714285714285714,7.0,7,-2.2857142857142856,True,25.928542857142855,5.740384350924122
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8,7,8,,9,8,9,,8,8,9,,9,8,9,,9,8,9,,8.6666,9.6666,9.6666,,9.5,8,8.5,,9.5,9,9.5,,0,0,0,,0,0,0,,,,,,23.0,4.0,26.0,1.0,25.0,5.0,26.0,2.0,26.0,5.0,27.9998,7.0,26.0,5.0,28.0,2.0,,,,,,,8,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,3.875,6.0,8,-2.125,True,25.999975,5.740384350924122
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7,6,7,,7,6,7,,8,8,8,,7,8,7,,7,7,7,,10,10,10,,8,7.5,8,,8.5,8.5,8.5,,0,0,0,,0,0,0,,,,,,20.0,10.0,20.0,10.0,24.0,7.0,22.0,6.0,21.0,8.0,30.0,5.0,23.5,7.0,25.5,6.0,,,,,,,8,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,7.375,5.0,8,2.375,True,23.25,5.740384350924122
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7,6,7,,6,5,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,20.0,10.0,17.0,12.0,,,,,,,,,,,,,,,,,,,2,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,11.0,12.0,2,-1.0,True,18.5,5.740384350924122
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7,7,7,,8,8,8,,9,8,9,,9,9,9,,10,8,9,,11.3333,11.3333,11.3333,,9,8.5,9,,9.5,9,9,,9.5,9,10,,10,9.6666,10,,,,,,21.0,8.0,24.0,5.0,26.0,4.0,27.0,1.0,27.0,3.0,33.9999,4.0,26.5,3.0,27.5,3.0,28.5,3.0,29.666600000000003,2.0,,,10,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,3.6,1.0,10,2.6,True,27.11665,5.740384350924122
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7,6,7,,7,7,7,,8,8,8,,8,8,7,,6,6,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,20.0,10.0,21.0,8.0,24.0,7.0,23.0,5.0,19.0,9.0,,,,,,,,,,,,,5,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,7.8,9.0,5,-1.2000000000000002,True,21.4,5.740384350924122
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8,7,8,,7,5,7,,8,8,8,,7,6,7,,7,7,8,,8,8,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,23.0,4.0,19.0,11.0,24.0,7.0,20.0,10.0,22.0,7.0,24.0,8.0,,,,,,,,,,,6,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,7.833333333333333,8.0,6,-0.16666666666666696,True,22.0,5.740384350924122
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9,8,9,,9,8,9,,10,9,10,,8,8,8,,10,9,10,,13.3333,12.3333,13.3333,,9.5,8.5,9,,9,9,9.5,,9.5,9,9.5,,10,10,10,,,,,,26.0,1.0,26.0,1.0,29.0,1.0,24.0,4.0,29.0,1.0,38.9999,1.0,27.0,2.0,27.5,3.0,28.0,4.0,30.0,1.0,,,10,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,1.9,2.0,10,-0.10000000000000009,True,28.54999,5.740384350924122
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7,7,7,,8,8,9,,9,9,9,,9,8,9,,9,9,9,,9.3333,10.3333,10.3333,,10,9,9.5,,9.5,7.5,9.5,,10,9.5,10,,0,0,0,,,,,,21.0,8.0,25.0,3.0,27.0,3.0,26.0,2.0,27.0,3.0,29.9999,6.0,28.5,1.0,26.5,5.0,29.5,1.0,,,,,9,4.25,7.743055555555556,2.975206611570248,5.010000000000001,11.432098765432098,22.687318756093745,1.9897959183673468,0.9791666666666666,0.3125,0.024701235555555184,,5.740384350924122,True,3.5555555555555554,4.0,9,-0.44444444444444464,True,26.72221111111111,5.740384350924122
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8,8,8,,8.5,8.5,8.5,,8.5,8.5,8.5,,10,9.5,10,10,9.5,9.25,9.5,,9,9,9.5,,11.1666,11.1666,11.1666,,9.5,10,9.7777,,0,0,0,,0,0,0,,,,,,24.0,2.0,25.5,2.0,25.5,4.0,39.5,1.0,28.25,2.0,27.5,5.0,33.4998,5.0,29.2777,2.0,,,,,,,8,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,2.875,6.0,8,-3.125,True,29.1284375,3.6033092154419335
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9,8.5,8.5,,8.5,8.5,8.5,,9,9,8.5,9,9.75,9.75,9.75,,10,10,10,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,22.5,3.0,26.0,1.0,25.5,4.0,35.5,6.0,29.25,1.0,30.0,1.0,,,,,,,,,,,6,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,2.6666666666666665,8.0,6,-5.333333333333334,True,28.125,3.6033092154419335
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6,6.5,,7,7,7,,8,8,8,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0,0,0,,0,0,0,,,,,,19.0,12.0,21.0,11.0,24.0,9.0,30.0,9.0,26.25,7.0,27.5,5.0,27.9999,7.0,25.5,7.0,,,,,,,8,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,8.375,7.0,8,1.375,True,25.1562375,3.6033092154419335
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7,7,7.5,,7.5,7,7.5,,9,9,9,,9,9.5,9.5,9.5,8.5,8.5,8.75,,9,9,9,,12,12,12,,9.5,9.3333,9.5,,8.7777,9.3333,9,,9.6666,9.6666,9.7777,,,,,,21.5,6.0,22.0,10.0,27.0,1.0,37.5,3.0,25.75,8.0,27.0,7.0,36.0,3.0,28.3333,5.0,27.111,4.0,29.1109,2.0,,,10,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,4.9,3.0,10,1.9000000000000004,True,28.13052,3.6033092154419335
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7,7.5,,8.5,8,8,,9,8,8.5,,8.5,9,8.5,8.5,9,9.75,9.5,,10,10,10,,11,11,11,,9.7777,9.5,10,,9.3333,9.5,9.7777,,0,0,0,,,,,,22.0,4.0,24.5,4.0,25.5,4.0,34.5,7.0,28.25,2.0,30.0,1.0,33.0,6.0,29.2777,2.0,28.611,3.0,,,,,9,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,3.6666666666666665,5.0,9,-1.3333333333333335,True,28.404299999999996,3.6033092154419335
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8,8.5,8,,7.5,7.5,7.5,,8.5,8,8.5,,9,9,9,9,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9,9,9,,0,0,0,,,,,,24.5,1.0,22.5,7.0,25.0,8.0,36.0,5.0,28.0,6.0,26.5,8.0,34.4999,4.0,29.0554,4.0,27.0,5.0,,,,,9,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,5.333333333333333,4.0,9,1.333333333333333,True,28.117255555555555,3.6033092154419335
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8,6.5,7.5,,8.5,8,8.5,,9,8,9.5,,10,9.5,10,10,9.25,9,10,,9.5,8.5,10,,12.6666,12.6666,12.6666,,10,8.3333,9.5,,9.5,10,10,,9.6666,9.5,9.7777,,,,,,22.0,4.0,25.0,3.0,26.5,3.0,39.5,1.0,28.25,2.0,28.0,4.0,37.9998,2.0,27.8333,6.0,29.5,1.0,28.9443,3.0,,,10,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,2.9,2.0,10,0.8999999999999999,True,29.35274,3.6033092154419335
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,17.0,13.0,,,,,,,,,,,,,,,,,,,,,1,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,13.0,13.0,1,0.0,True,17.0,3.6033092154419335
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7,7.5,7,,8,7.5,7.5,,8.5,8.5,8.5,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,21.5,6.0,23.0,6.0,25.5,4.0,,,,,,,,,,,,,,,,,3,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,5.333333333333333,10.0,3,-4.666666666666667,True,23.333333333333332,3.6033092154419335
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7,7,,7.5,7.5,7.5,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,20.5,10.0,22.5,7.0,,,,,,,,,,,,,,,,,,,2,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,8.5,12.0,2,-3.5,True,21.5,3.6033092154419335
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7,7,7.5,,7.5,7.5,7.5,,8,8,8,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,21.5,6.0,22.5,7.0,24.0,9.0,,,,,,,,,,,,,,,,,3,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,7.333333333333333,11.0,3,-3.666666666666667,True,22.666666666666668,3.6033092154419335
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6,6,6,,7.5,7.5,7.5,,8,8,8,8,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,19.5,11.0,18.0,12.0,22.5,11.0,32.0,8.0,,,,,,,,,,,,,,,4,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,10.5,9.0,4,1.5,True,23.0,3.6033092154419335
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7,7,7,,8,8,7.5,,9,9,9,,9,9,9.5,9.5,9.25,9.5,9.5,,9.5,10,10,,13.3333,12.8333,12.8333,,10,10,10,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,21.0,9.0,23.5,5.0,27.0,1.0,37.0,4.0,28.25,2.0,29.5,3.0,38.9999,1.0,30.0,1.0,28.7777,2.0,29.3331,1.0,,,10,3.677514792899409,4.375,1.6983471074380163,9.061728395061728,1.1943359375,1.6875,11.45911225061224,1.8904718342857136,0.9637158543999998,0.02536598222222265,,3.6033092154419335,True,2.9,1.0,10,1.9,True,29.33607,3.6033092154419335
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7,6,7,,6,7,7,,7,7,7,,8,7,8,,7,7,7,,7.5,8,7.5,,8,9,8,,8,8,8,,8.5,8.5,8.5,,0,0,0,,,,,,20.0,5.0,20.0,5.0,21.0,6.0,23.0,5.0,21.0,6.0,23.0,4.0,25.0,5.0,24.0,5.0,25.5,5.0,,,,,9,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,5.111111111111111,5.0,9,0.11111111111111072,True,22.5,9.332953297188414
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8,8,8,,9,8,9,,8.6666,8.6666,8.6666,,9,8,9,,10,9,10,,8.5,8.5,8.5,,10,10,10,,9.5,10,9.5,,9,9,9.5,,10,10,10,,,,,,24.0,1.0,26.0,1.0,25.9998,1.0,26.0,2.0,29.0,1.0,25.5,3.0,30.0,2.0,29.0,1.0,27.5,4.0,30.0,1.0,,,10,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,1.7,2.0,10,-0.30000000000000004,True,27.299979999999998,9.332953297188414
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7,7,7,,5,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,21.0,2.0,15.0,12.0,,,,,,,,,,,,,,,,,,,2,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,7.0,12.0,2,-5.0,True,18.0,9.332953297188414
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6,6,6,,6,6,6,,8,7,8,,6,6,6,,7,7,7,,6.5,7,6.5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,18.0,8.0,18.0,8.0,23.0,4.0,18.0,9.0,21.0,6.0,20.0,8.0,,,,,,,,,,,6,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,7.166666666666667,8.0,6,-0.833333333333333,True,19.666666666666668,9.332953297188414
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7,7,7,,8,8,8,,7,8,8,,9,9,9,,8,8,9,,8.5,9,8.5,,11,10,11,,9,9.5,9.5,,10,9.5,10,,9.5,9.5,10,,,,,,21.0,2.0,24.0,3.0,23.0,4.0,27.0,1.0,25.0,4.0,26.0,2.0,32.0,1.0,28.0,2.0,29.5,1.0,29.0,3.0,,,10,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,2.3,4.0,10,-1.7000000000000002,True,26.45,9.332953297188414
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7,6,7,,8,7,8,,8.6666,8.6666,8.6666,,8,8,8,,9,8,9,,7.5,7.5,7.5,,9,9,9,,8.5,9,8.5,,10,9.5,10,,9.3333,9.3333,9.3333,,,,,,20.0,5.0,23.0,4.0,25.9998,1.0,24.0,4.0,26.0,3.0,22.5,6.0,27.0,4.0,26.0,4.0,29.5,1.0,27.9999,4.0,,,10,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,3.6,3.0,10,0.6000000000000001,True,25.19997,9.332953297188414
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4,4,4,,5,5,6,,6,5,5,,7,7,7,,6,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,12.0,12.0,16.0,11.0,16.0,10.0,21.0,6.0,18.0,8.0,,,,,,,,,,,,,5,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,9.4,9.0,5,0.40000000000000036,True,16.6,9.332953297188414
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6,5,6,,7,6,7,,6,6,6,,7,7,7,,6,6,6,,7,7.5,7,,5,6,6,,0,0,0,,0,0,0,,0,0,0,,,,,,17.0,11.0,20.0,5.0,18.0,9.0,21.0,6.0,18.0,8.0,21.5,7.0,17.0,7.0,,,,,,,,,7,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,7.571428571428571,7.0,7,0.5714285714285712,True,18.928571428571427,9.332953297188414
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6,6,6,,6,6,6,,5,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,18.0,8.0,18.0,8.0,15.0,11.0,,,,,,,,,,,,,,,,,3,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,9.0,11.0,3,-2.0,True,17.0,9.332953297188414
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7,7,7,,9,8,9,,8,9,8,,9,8,9,,9,9,9,,8.5,9.5,9,,9,10,10,,9.5,8,10,,9.5,10,9.5,,10,10,10,,,,,,21.0,2.0,26.0,1.0,25.0,3.0,26.0,2.0,27.0,2.0,27.0,1.0,29.0,3.0,27.5,3.0,29.0,3.0,30.0,1.0,,,10,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,2.1,1.0,10,1.1,True,26.75,9.332953297188414
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6,6,6,,6,6,6,,7,7,7,,6,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,18.0,8.0,18.0,8.0,21.0,6.0,18.0,9.0,,,,,,,,,,,,,,,4,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,7.75,10.0,4,-2.25,True,18.75,9.332953297188414
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7,6,6,,7,6,7,,7,7,7,,6,7,7,,8,8,8,,7.5,8,7.5,,8,8,8,,7,7,7,,0,0,0,,0,0,0,,,,,,19.0,7.0,20.0,5.0,21.0,6.0,20.0,8.0,24.0,5.0,23.0,4.0,24.0,6.0,21.0,6.0,,,,,,,8,7.909722222222222,12.388888888888888,12.958340501818183,9.84,13.728395061728394,5.02734375,21.061224489795922,7.3680555555555545,2.36,0.6875625018749999,,9.332953297188414,True,5.875,6.0,8,-0.125,True,21.5,9.332953297188414
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7,7,7,,6,6,7,,6,5,5,,6,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,21.0,8.0,19.0,10.0,16.0,10.0,18.0,10.0,,,,,,,,,,,,,,,4,11.388888888888891,8.472222222222223,13.057851239669423,8.010000000000002,3.4320987654320985,7.109425005,2.18359375,4.530612244897959,6.645833333333333,11.6,4.643965282500002,7.370408248358538,True,9.5,10.0,4,-0.5,True,18.5,7.3704082483585385
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7,8,7,,8,7,8,,9,9,9,,7,7,7,,9,9,9,,10,11,10,,9.5,9.5,9.5,,9,9,9,,0,0,0,,0,0,0,0,0,0,0,,22.0,6.0,23.0,7.0,27.0,1.0,21.0,8.0,27.0,3.0,31.0,3.0,28.5,3.0,27.0,5.0,,,,,,,8,11.388888888888891,8.472222222222223,13.057851239669423,8.010000000000002,3.4320987654320985,7.109425005,2.18359375,4.530612244897959,6.645833333333333,11.6,4.643965282500002,7.370408248358538,True,4.5,7.0,8,-2.5,True,25.8125,7.3704082483585385
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8,8,8,,8,9,8,,8,9,8,,9,9,9,,8,9,9,,10.6666,10.6666,10.6666,,9,9,9,,8,9,8,,9.5,9,9.5,,0,0,0,0,0,0,0,,24.0,2.0,25.0,2.0,25.0,4.0,27.0,1.0,26.0,6.0,31.9998,2.0,27.0,5.0,25.0,6.0,28.0,2.0,,,,,9,11.388888888888891,8.472222222222223,13.057851239669423,8.010000000000002,3.4320987654320985,7.109425005,2.18359375,4.530612244897959,6.645833333333333,11.6,4.643965282500002,7.370408248358538,True,3.3333333333333335,6.0,9,-2.6666666666666665,True,26.555533333333333,7.3704082483585385
