celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,,6.5,6,7,,7,7,7,,8,8,8,,9,8,8,,9,9,10,9,8,8,8.5,,8.5,8.5,8.5,,0,0,0,,0,0,0,0,,,,,5.0,12.0,6.5,9.0,7.0,6.0,8.0,4.0,8.333333333333334,6.0,9.25,3.0,8.166666666666666,7.0,8.5,4.0,,,,,,,8,6.375,6.0,8,0.375
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,,7.5,7,7.5,,8,7,7,,9,9,9,,9,9,9,,8,8,7,8,9.5,9.5,9.5,,8,8,8,,9,9.5,9.5,,0,0,0,0,,,,,6.333333333333333,5.0,7.333333333333333,6.0,7.333333333333333,5.0,9.0,2.0,9.0,4.0,7.75,6.0,9.5,2.0,8.0,5.0,9.333333333333334,3.0,,,,,9,4.222222222222222,5.0,9,-0.7777777777777777
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,,6,5,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,4.666666666666667,13.0,5.666666666666667,13.0,,,,,,,,,,,,,,,,,,,2,13.0,13.0,2,0.0
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,,7.5,7.5,7.5,,9,9,9,,9,8,9,,9,10,9,,10,10,10,10,8.5,8.5,8.5,,9.5,8.5,9,,9.5,9,10,,10,10,10,10,,,,,7.333333333333333,1.0,7.5,4.0,9.0,1.0,8.666666666666666,3.0,9.333333333333334,3.0,10.0,1.0,8.5,6.0,9.0,2.0,9.5,2.0,10.0,1.0,,,10,2.4,2.0,10,0.3999999999999999
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,,7,6.5,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,5.666666666666667,10.0,6.833333333333333,7.0,,,,,,,,,,,,,,,,,,,2,8.5,12.0,2,-3.5
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,,7,6,6,,7,7,7,,8,7,7,,7,8,7,,7,6,7,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,6.333333333333333,11.0,7.0,6.0,7.333333333333333,11.0,7.333333333333333,10.0,6.5,9.0,,,,,,,,,,,6,9.0,9.0,6,0.0
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6,5,5,,7,6.5,7,,8,7,8,,8,8,8,,9,8,8,,7,7,9,7,9.5,9.5,9.5,,8,7.5,8,,8,8,8,,9,9.5,9.5,9.5,,,,,5.333333333333333,11.0,6.833333333333333,7.0,7.666666666666667,3.0,8.0,4.0,8.333333333333334,6.0,7.5,8.0,9.5,2.0,7.833333333333333,6.0,8.0,5.0,9.375,4.0,,,10,5.6,4.0,10,1.5999999999999996
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7,7,7,,8,8,7.5,,7,8,8,,8,8,8,,8,8,8,,9,9,9,9,9,9,9,,0,0,0,,0,0,0,,0,0,0,0,,,,,7.0,3.0,7.833333333333333,3.0,7.666666666666667,3.0,8.0,4.0,8.0,8.0,9.0,4.0,9.0,4.0,,,,,,,,,7,4.142857142857143,7.0,7,-2.8571428571428568
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,8.0,,,,,,,,,,,,,,,,,,,,,1,8.0,10.0,1,-2.0
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,1,9.0,9.0,1,0.0
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,,7.5,8,7,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,10.0,7.375,8.0,,,,,,,,,,,,,,,,,,,2,9.0,8.0,2,1.0
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,,8.5,9.5,8.5,8.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,7.0,8.75,3.0,,,,,,,,,,,,,,,,,,,2,5.0,7.0,2,-2.0
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,,7.5,8.5,8,7.5,7,8,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,7.875,6.0,7.25,6.0,,,,,,,,,,,,,,,,,3,5.666666666666667,6.0,3,-0.33333333333333304
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,,8.5,8.5,8,8,8,9,7,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,8.25,4.0,8.25,5.0,,,,,,,,,,,,,,,,,3,4.666666666666667,5.0,3,-0.33333333333333304
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,,9,10,9,9,9,9,8,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,3.0,9.25,1.0,8.75,3.0,,,,,,,,,,,,,,,,,3,2.3333333333333335,4.0,3,-1.6666666666666665
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,,8,9,8,8,8.5,9.5,8.5,8.5,9,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,3.0,8.25,4.0,8.75,3.0,9.333333333333334,3.0,,,,,,,,,,,,,,,4,3.25,3.0,4,0.25
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,,7.5,8,8,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,7.875,6.0,9.5,2.0,9.5,2.0,,,,,,,,,,,,,,,4,2.75,2.0,4,0.75
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,,9,9.5,9,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,9.25,1.0,10.25,1.0,9.666666666666666,1.0,,,,,,,,,,,,,,,4,1.0,1.0,4,0.0
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7,7,8,,9,8,9,,10,10,10,,8,8,8,,10,9,10,,10,10,10,,9.5,9,9.5,,10,10,10,,0,0,0,,,,,,,,,,7.333333333333333,3.0,8.666666666666666,1.0,10.0,1.0,8.0,5.0,9.666666666666666,1.0,10.0,1.0,9.333333333333334,3.0,10.0,1.0,,,,,,,8,2.0,5.0,8,-3.0
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7,5,6,,8,8,8,,9,9,9,,8,8,8,,8,8,8,,10,9,10,,10,9.5,10,,10,9.5,9.5,,10,10,10,,,,,,,,,,6.0,9.0,8.0,5.0,9.0,2.0,8.0,5.0,8.0,6.0,9.666666666666666,3.0,9.833333333333334,1.0,9.666666666666666,2.0,10.0,1.0,,,,,9,3.7777777777777777,3.0,9,0.7777777777777777
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7,6.5,7,,8,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.5,8.0,6.833333333333333,9.0,7.333333333333333,9.0,,,,,,,,,,,,,,,,,3,8.666666666666666,11.0,3,-2.333333333333334
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,,7.5,6.5,7.5,,7,7,7,,7,7,7,,8,8,8,,6,7,6,,9,9,9,,0,0,0,,0,0,0,,,,,,,,,,6.0,9.0,7.166666666666667,8.0,7.0,10.0,7.0,8.0,8.0,6.0,6.333333333333333,9.0,9.0,5.0,,,,,,,,,7,7.857142857142857,8.0,7,-0.14285714285714324
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,,9,8,9,,9,9,9,,10,9,10,,9,8,10,,10,10,10,,10,9,10,,9,9,9.5,,10,10,10,,,,,,,,,,6.666666666666667,5.0,8.666666666666666,1.0,9.0,2.0,9.666666666666666,1.0,9.0,3.0,10.0,1.0,9.666666666666666,2.0,9.166666666666666,4.0,10.0,1.0,,,,,9,2.2222222222222223,2.0,9,0.22222222222222232
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,,6.5,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.0,9.0,6.166666666666667,11.0,,,,,,,,,,,,,,,,,,,2,10.0,12.0,2,-2.0
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,,8,7.5,7.5,,8,8,8,,9,8,9,,9,8,8,,8,8,8,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.666666666666667,5.0,7.666666666666667,7.0,8.0,7.0,8.666666666666666,2.0,8.333333333333334,5.0,8.0,6.0,,,,,,,,,,,6,5.333333333333333,9.0,6,-3.666666666666667
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,,8,7.5,8,,9,8,9,,7,7,8,,9,8,9,,8,9,9,,9,8.5,9,,0,0,0,,0,0,0,,,,,,,,,,7.666666666666667,1.0,7.833333333333333,6.0,8.666666666666666,5.0,7.333333333333333,7.0,8.666666666666666,4.0,8.666666666666666,5.0,8.833333333333334,6.0,,,,,,,,,7,4.857142857142857,7.0,7,-2.1428571428571432
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,5.833333333333333,12.0,,,,,,,,,,,,,,,,,,,,,1,12.0,13.0,1,-1.0
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,,7,6,6.5,,8,7,8,,7,6,7,,7,7,7,,8,7,7,,9,8.5,9,,7.5,7.5,7.5,,9,9,9,,,,,,,,,,6.666666666666667,5.0,6.5,10.0,7.666666666666667,8.0,6.666666666666667,9.0,7.0,8.0,7.333333333333333,7.0,8.833333333333334,6.0,7.5,6.0,9.0,4.0,,,,,9,7.0,1.0,9,6.0
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,,9,8,9,,9,9,9,,9,8,9,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,7.666666666666667,1.0,8.666666666666666,1.0,9.0,2.0,8.666666666666666,2.0,,,,,,,,,,,,,,,4,1.5,10.0,4,-8.5
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,,8,8.5,8,,9,8,9,,8,8,9,,10,9,10,,9,9,9,,9,9,9.5,,9.5,9.5,10,,9.5,9.5,9.5,,,,,,,,,,7.333333333333333,3.0,8.166666666666666,4.0,8.666666666666666,5.0,8.333333333333334,4.0,9.666666666666666,1.0,9.0,4.0,9.166666666666666,4.0,9.666666666666666,2.0,9.5,3.0,,,,,9,3.3333333333333335,4.0,9,-0.6666666666666665
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,,5.5,6,6,,6,6,6,,5,5,5,,6,5,6,,8,7,7,,8,7.5,8,,8,7.5,7.5,,0,0,0,,,,,,,,,,4.666666666666667,13.0,5.833333333333333,12.0,6.0,11.0,5.0,10.0,5.666666666666667,9.0,7.333333333333333,7.0,7.833333333333333,8.0,7.666666666666667,5.0,,,,,,,8,9.375,6.0,8,3.375
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,5,5,,7,7,7,,8,8,8,,7,7,6,6,8,8,8,,9,9,9,,8,8,8,,8.6666,8.6666,8.6666,,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,7.0,2.0,8.0,1.0,6.5,8.0,8.0,5.0,9.0,1.0,8.0,7.0,8.6666,5.0,,,,,,,8,4.75,7.0,8,-2.25
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,7,7,,7,6,7,,8,7,8,,7,7,7,7,9,8,9,,9,9,9,,9,9,9,,10.6666,10.6666,10.6666,,9,8.5,9.5,9,8.5,8.5,8.5,,0,0,0,,7.0,1.0,6.666666666666667,3.0,7.666666666666667,3.0,7.0,6.0,8.666666666666666,2.0,9.0,1.0,9.0,1.0,10.6666,1.0,9.0,3.0,8.5,5.0,,,10,2.6,5.0,10,-2.4
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,5,5,,7,6,7,,7,6,7,,8,8,8,8,9,8,9,,9,8,9,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9,9,9.5,9.5,9.5,9.5,9.5,,10,9.5,10,,5.333333333333333,7.0,6.666666666666667,3.0,6.666666666666667,6.0,8.0,1.0,8.666666666666666,2.0,8.666666666666666,4.0,8.5,5.0,9.999933333333333,4.0,9.25,2.0,9.5,2.0,9.833333333333334,2.0,11,3.4545454545454546,2.0,11,1.4545454545454546
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5,5,5,,5,5,5,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,5.0,10.0,,,,,,,,,,,,,,,,,,,2,9.5,11.0,2,-1.5
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5,3,3,,4,4,4,,4,4,4,,5,7,4,4,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,3.6666666666666665,12.0,4.0,12.0,4.0,10.0,5.0,10.0,,,,,,,,,,,,,,,4,11.0,10.0,4,1.0
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,6,6,,6,6,6,,7,8,8,,7,8,8,8,8,8,8,,9,9,9,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,6.0,4.0,6.0,8.0,7.666666666666667,3.0,7.75,5.0,8.0,5.0,9.0,1.0,,,,,,,,,,,6,4.333333333333333,9.0,6,-4.666666666666667
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,4,,6,5,5,,5,5,5,,5,6,5,5,7,6,6,,7,7,7,,7,7,7,,7,7,6,,6.5,6,6.5,6,0,0,0,,0,0,0,,4.0,11.0,5.333333333333333,9.0,5.0,9.0,5.25,9.0,6.333333333333333,9.0,7.0,9.0,7.0,8.0,6.666666666666667,7.0,6.25,6.0,,,,,9,8.555555555555555,6.0,9,2.5555555555555554
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6,5,6,,5,5,5,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,2,7.5,12.0,2,-4.5
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,6,6,,6,6,7,,6,7,7,,8,8,8,8,8,7,8,,9,8,9,,9,9,9,,8,8,8,,9,9,8.5,8.5,9,9,9,,9.5,9.5,9.5,,6.333333333333333,3.0,6.333333333333333,6.0,6.666666666666667,6.0,8.0,1.0,7.666666666666667,7.0,8.666666666666666,4.0,9.0,1.0,8.0,6.0,8.75,5.0,9.0,3.0,9.5,4.0,11,4.181818181818182,4.0,11,0.18181818181818166
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,5,6,,7,6,7,,8,8,8,,8,8,8,8,9,9,9,,8,9,8,,9,9,9,,10,10,10,,10,10,10,10,10,9.5,10,,10,10,10,,5.333333333333333,7.0,6.666666666666667,3.0,8.0,1.0,8.0,1.0,9.0,1.0,8.333333333333334,6.0,9.0,1.0,10.0,3.0,10.0,1.0,9.833333333333334,1.0,10.0,1.0,11,2.3636363636363638,3.0,11,-0.6363636363636362
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,5,6,,7,5,7,,5,5,6,,7,7,7,7,7,7,7,,9,8,8,,8.5,8,8,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,5.0,6.333333333333333,6.0,5.333333333333333,8.0,7.0,6.0,7.0,8.0,8.333333333333334,6.0,8.166666666666666,6.0,,,,,,,,,7,6.428571428571429,8.0,7,-1.5714285714285712
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,7,6,,8,8,8,,7,7,7,,8,8,8,8,9,7,9,,8,8,8,,8.5,9,8.5,,10.6666,9.6666,10.6666,,9,8.5,9,9,9,9,9,,10,9.5,9.5,,6.666666666666667,2.0,8.0,1.0,7.0,5.0,8.0,1.0,8.333333333333334,4.0,8.0,8.0,8.666666666666666,4.0,10.333266666666667,2.0,8.875,4.0,9.0,3.0,9.666666666666666,3.0,11,3.3636363636363638,1.0,11,2.3636363636363638
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,6,6,,6,6,6,,5,5,5,,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.0,6.0,5.0,13.0,7.0,10.0,,,,,,,,,,,,,,,4,8.75,13.0,4,-4.25
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,6,6,,7,7,6,,7,6,7,,7,7,7,,7,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.666666666666667,4.0,6.666666666666667,9.0,7.0,10.0,6.333333333333333,11.0,,,,,,,,,,,,,5,8.0,12.0,5,-4.0
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,5,4,,6,6,6,,7,7,8,,7,8,7,,6,6,7,,8,8,8,,9,9,8,,9,9,9,,0,0,0,,0,0,0,,0,0,0,,4.333333333333333,13.0,6.0,6.0,7.333333333333333,4.0,7.333333333333333,8.0,6.333333333333333,11.0,8.0,7.0,8.666666666666666,5.0,9.0,5.0,,,,,,,8,7.375,8.0,8,-0.625
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,7,7,,5,5,5,,6,6,6,,10,9,9,,8,8,8,,6,6,6,,9,9,9,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0,0,0,,7.0,1.0,5.0,14.0,6.0,11.0,9.333333333333334,1.0,8.0,5.0,6.0,11.0,9.0,2.0,8.999933333333333,7.0,9.6666,3.0,9.5,4.0,,,10,5.9,5.0,10,0.9000000000000004
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,7,7,,7,7,7,,7,6,6,,8,8,8,,8,8,8,,9,9,9,,9,9,8,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10,9.5,,10,10,10,,7.0,1.0,7.0,2.0,6.333333333333333,10.0,8.0,3.0,8.0,5.0,9.0,1.0,8.666666666666666,5.0,9.6666,3.0,8.6666,5.0,9.666666666666666,3.0,10.0,1.0,11,3.5454545454545454,4.0,11,-0.4545454545454546
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,4,4,,5,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.0,14.0,5.0,14.0,,,,,,,,,,,,,,,,,,,2,14.0,15.0,2,-1.0
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,6,6,,6,6,6,,8,7,7,,8,7,7,,7,7,7,,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.666666666666667,11.0,6.0,6.0,7.333333333333333,4.0,7.333333333333333,8.0,7.0,10.0,7.0,10.0,,,,,,,,,,,6,8.166666666666666,11.0,6,-2.833333333333334
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,6,6,,6,6,6,,8,8,8,,8,8,8,,10,10,9,,7,8,7,,9,9,9,,10,10,10,,10,10,10,,9.5,9.5,9.5,,0,0,0,,6.0,6.0,6.0,6.0,8.0,1.0,8.0,3.0,9.666666666666666,1.0,7.333333333333333,9.0,9.0,2.0,10.0,1.0,10.0,1.0,9.5,4.0,,,10,3.4,6.0,10,-2.6
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,7,6,,7,7,7,,8,8,8,,8,8,8,,8,9,9,,9,9,8,,10,10,10,,10,10,10,,9.6666,9.6666,9.6666,,10,10,10,,10,10,10,,6.666666666666667,3.0,7.0,2.0,8.0,1.0,8.0,3.0,8.666666666666666,3.0,8.666666666666666,5.0,10.0,1.0,10.0,1.0,9.6666,3.0,10.0,1.0,10.0,1.0,11,2.1818181818181817,2.0,11,0.18181818181818166
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,6,6,,7,6,6,,7,7,7,,8,8,8,,8,8,8,,9,9,9,,9,8,9,,9,9,9,,7.6666,8.6666,8.6666,,0,0,0,,0,0,0,,6.0,6.0,6.333333333333333,5.0,7.0,7.0,8.0,3.0,8.0,5.0,9.0,1.0,8.666666666666666,5.0,9.0,5.0,8.333266666666667,6.0,,,,,9,4.777777777777778,7.0,9,-2.2222222222222223
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,5,6,,6,6,6,,6,6,6,,7,7,7,,8,8,8,,8,8,8,,9,9,9,,8,8,8,,8,8,8,,9.5,9,9.5,,9.5,9.5,9.5,,5.333333333333333,12.0,6.0,6.0,6.0,11.0,7.0,10.0,8.0,5.0,8.0,7.0,9.0,2.0,8.0,8.0,8.0,7.0,9.333333333333334,6.0,9.5,4.0,11,7.090909090909091,3.0,11,4.090909090909091
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6,7,7,,7,8,7,,8,7,8,,9,8,8,,9,9,9,,9,9,9,,7,9,8,,9,10,9,,10,10,10,,10,10,10,,10,10,10,,6.666666666666667,3.0,7.333333333333333,1.0,7.666666666666667,3.0,8.333333333333334,2.0,9.0,2.0,9.0,1.0,8.0,9.0,9.333333333333334,4.0,10.0,1.0,10.0,1.0,10.0,1.0,11,2.5454545454545454,1.0,11,1.5454545454545454
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,4,3,,6,5,5,,5,4,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3.6666666666666665,15.0,5.333333333333333,12.0,4.0,14.0,,,,,,,,,,,,,,,,,3,13.666666666666666,14.0,3,-0.3333333333333339
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,7,6,,5,6,5,,7,7,7,,8,8,8,,9,9,8,,9,9,9,,7,8,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.333333333333333,5.0,5.333333333333333,12.0,7.0,7.0,8.0,3.0,8.666666666666666,3.0,9.0,1.0,7.333333333333333,10.0,,,,,,,,,7,5.857142857142857,10.0,7,-4.142857142857143
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,6,6,,6,6,6,,7,7,8,,7,7,7,,8,8,8,,8,8,9,,8,9,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.0,6.0,7.333333333333333,4.0,7.0,10.0,8.0,5.0,8.333333333333334,6.0,8.333333333333334,8.0,,,,,,,,,7,6.428571428571429,9.0,7,-2.571428571428571
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4,3,3,3,4,3,4,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3.25,15.0,3.75,15.0,,,,,,,,,,,,,,,,,,,2,15.0,15.0,2,0.0
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6,6,6,6,6,5,6,6,7,6,6,,6.5,6,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,5.75,13.0,6.333333333333333,12.0,6.5,13.0,,,,,,,,,,,,,,,4,11.75,13.0,4,-1.25
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,6,7,6,7,6,7,7,8,7,8,,9,9.5,9,9,9,9,9,9,8,9,8,9,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9,9,0,0,0,0,,,,,6.5,5.0,6.75,5.0,7.666666666666667,4.0,9.125,1.0,9.0,3.0,8.5,8.0,9.5,3.0,10.5,1.0,9.0,5.0,,,,,9,3.888888888888889,6.0,9,-2.111111111111111
