celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,,5.5,6,6,,6,6,6,,5,5,5,,6,5,6,,8,7,7,,8,7.5,8,,8,7.5,7.5,,0,0,0,,,,,,,,,,4.666666666666667,13.0,5.833333333333333,12.0,6.0,11.0,5.0,10.0,5.666666666666667,9.0,7.333333333333333,7.0,7.833333333333333,8.0,7.666666666666667,5.0,,,,,,,8
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,5,5,,7,7,7,,8,8,8,,7,7,6,6,8,8,8,,9,9,9,,8,8,8,,8.6666,8.6666,8.6666,,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,7.0,2.0,8.0,1.0,6.5,8.0,8.0,5.0,9.0,1.0,8.0,7.0,8.6666,5.0,,,,,,,8
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,7,7,,7,6,7,,8,7,8,,7,7,7,7,9,8,9,,9,9,9,,9,9,9,,10.6666,10.6666,10.6666,,9,8.5,9.5,9,8.5,8.5,8.5,,0,0,0,,7.0,1.0,6.666666666666667,3.0,7.666666666666667,3.0,7.0,6.0,8.666666666666666,2.0,9.0,1.0,9.0,1.0,10.6666,1.0,9.0,3.0,8.5,5.0,,,10
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,5,5,,7,6,7,,7,6,7,,8,8,8,8,9,8,9,,9,8,9,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9,9,9.5,9.5,9.5,9.5,9.5,,10,9.5,10,,5.333333333333333,7.0,6.666666666666667,3.0,6.666666666666667,6.0,8.0,1.0,8.666666666666666,2.0,8.666666666666666,4.0,8.5,5.0,9.999933333333333,4.0,9.25,2.0,9.5,2.0,9.833333333333334,2.0,11
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5,5,5,,5,5,5,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,5.0,10.0,,,,,,,,,,,,,,,,,,,2
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5,3,3,,4,4,4,,4,4,4,,5,7,4,4,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,3.6666666666666665,12.0,4.0,12.0,4.0,10.0,5.0,10.0,,,,,,,,,,,,,,,4
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,6,6,,6,6,6,,7,8,8,,7,8,8,8,8,8,8,,9,9,9,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,6.0,4.0,6.0,8.0,7.666666666666667,3.0,7.75,5.0,8.0,5.0,9.0,1.0,,,,,,,,,,,6
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,4,,6,5,5,,5,5,5,,5,6,5,5,7,6,6,,7,7,7,,7,7,7,,7,7,6,,6.5,6,6.5,6,0,0,0,,0,0,0,,4.0,11.0,5.333333333333333,9.0,5.0,9.0,5.25,9.0,6.333333333333333,9.0,7.0,9.0,7.0,8.0,6.666666666666667,7.0,6.25,6.0,,,,,9
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6,5,6,,5,5,5,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,2
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,6,6,,6,6,7,,6,7,7,,8,8,8,8,8,7,8,,9,8,9,,9,9,9,,8,8,8,,9,9,8.5,8.5,9,9,9,,9.5,9.5,9.5,,6.333333333333333,3.0,6.333333333333333,6.0,6.666666666666667,6.0,8.0,1.0,7.666666666666667,7.0,8.666666666666666,4.0,9.0,1.0,8.0,6.0,8.75,5.0,9.0,3.0,9.5,4.0,11
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,5,6,,7,6,7,,8,8,8,,8,8,8,8,9,9,9,,8,9,8,,9,9,9,,10,10,10,,10,10,10,10,10,9.5,10,,10,10,10,,5.333333333333333,7.0,6.666666666666667,3.0,8.0,1.0,8.0,1.0,9.0,1.0,8.333333333333334,6.0,9.0,1.0,10.0,3.0,10.0,1.0,9.833333333333334,1.0,10.0,1.0,11
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,5,6,,7,5,7,,5,5,6,,7,7,7,7,7,7,7,,9,8,8,,8.5,8,8,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,5.0,6.333333333333333,6.0,5.333333333333333,8.0,7.0,6.0,7.0,8.0,8.333333333333334,6.0,8.166666666666666,6.0,,,,,,,,,7
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,7,6,,8,8,8,,7,7,7,,8,8,8,8,9,7,9,,8,8,8,,8.5,9,8.5,,10.6666,9.6666,10.6666,,9,8.5,9,9,9,9,9,,10,9.5,9.5,,6.666666666666667,2.0,8.0,1.0,7.0,5.0,8.0,1.0,8.333333333333334,4.0,8.0,8.0,8.666666666666666,4.0,10.333266666666667,2.0,8.875,4.0,9.0,3.0,9.666666666666666,3.0,11
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,6,6,,6,6,6,,5,5,5,,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.0,6.0,5.0,13.0,7.0,10.0,,,,,,,,,,,,,,,4
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,6,6,,7,7,6,,7,6,7,,7,7,7,,7,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.666666666666667,4.0,6.666666666666667,9.0,7.0,10.0,6.333333333333333,11.0,,,,,,,,,,,,,5
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,5,4,,6,6,6,,7,7,8,,7,8,7,,6,6,7,,8,8,8,,9,9,8,,9,9,9,,0,0,0,,0,0,0,,0,0,0,,4.333333333333333,13.0,6.0,6.0,7.333333333333333,4.0,7.333333333333333,8.0,6.333333333333333,11.0,8.0,7.0,8.666666666666666,5.0,9.0,5.0,,,,,,,8
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,7,7,,5,5,5,,6,6,6,,10,9,9,,8,8,8,,6,6,6,,9,9,9,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0,0,0,,7.0,1.0,5.0,14.0,6.0,11.0,9.333333333333334,1.0,8.0,5.0,6.0,11.0,9.0,2.0,8.999933333333333,7.0,9.6666,3.0,9.5,4.0,,,10
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,7,7,,7,7,7,,7,6,6,,8,8,8,,8,8,8,,9,9,9,,9,9,8,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10,9.5,,10,10,10,,7.0,1.0,7.0,2.0,6.333333333333333,10.0,8.0,3.0,8.0,5.0,9.0,1.0,8.666666666666666,5.0,9.6666,3.0,8.6666,5.0,9.666666666666666,3.0,10.0,1.0,11
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,4,4,,5,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.0,14.0,5.0,14.0,,,,,,,,,,,,,,,,,,,2
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,6,6,,6,6,6,,8,7,7,,8,7,7,,7,7,7,,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.666666666666667,11.0,6.0,6.0,7.333333333333333,4.0,7.333333333333333,8.0,7.0,10.0,7.0,10.0,,,,,,,,,,,6
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,6,6,,6,6,6,,8,8,8,,8,8,8,,10,10,9,,7,8,7,,9,9,9,,10,10,10,,10,10,10,,9.5,9.5,9.5,,0,0,0,,6.0,6.0,6.0,6.0,8.0,1.0,8.0,3.0,9.666666666666666,1.0,7.333333333333333,9.0,9.0,2.0,10.0,1.0,10.0,1.0,9.5,4.0,,,10
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,7,6,,7,7,7,,8,8,8,,8,8,8,,8,9,9,,9,9,8,,10,10,10,,10,10,10,,9.6666,9.6666,9.6666,,10,10,10,,10,10,10,,6.666666666666667,3.0,7.0,2.0,8.0,1.0,8.0,3.0,8.666666666666666,3.0,8.666666666666666,5.0,10.0,1.0,10.0,1.0,9.6666,3.0,10.0,1.0,10.0,1.0,11
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,6,6,,7,6,6,,7,7,7,,8,8,8,,8,8,8,,9,9,9,,9,8,9,,9,9,9,,7.6666,8.6666,8.6666,,0,0,0,,0,0,0,,6.0,6.0,6.333333333333333,5.0,7.0,7.0,8.0,3.0,8.0,5.0,9.0,1.0,8.666666666666666,5.0,9.0,5.0,8.333266666666667,6.0,,,,,9
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,5,6,,6,6,6,,6,6,6,,7,7,7,,8,8,8,,8,8,8,,9,9,9,,8,8,8,,8,8,8,,9.5,9,9.5,,9.5,9.5,9.5,,5.333333333333333,12.0,6.0,6.0,6.0,11.0,7.0,10.0,8.0,5.0,8.0,7.0,9.0,2.0,8.0,8.0,8.0,7.0,9.333333333333334,6.0,9.5,4.0,11
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6,7,7,,7,8,7,,8,7,8,,9,8,8,,9,9,9,,9,9,9,,7,9,8,,9,10,9,,10,10,10,,10,10,10,,10,10,10,,6.666666666666667,3.0,7.333333333333333,1.0,7.666666666666667,3.0,8.333333333333334,2.0,9.0,2.0,9.0,1.0,8.0,9.0,9.333333333333334,4.0,10.0,1.0,10.0,1.0,10.0,1.0,11
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,4,3,,6,5,5,,5,4,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3.6666666666666665,15.0,5.333333333333333,12.0,4.0,14.0,,,,,,,,,,,,,,,,,3
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,7,6,,5,6,5,,7,7,7,,8,8,8,,9,9,8,,9,9,9,,7,8,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.333333333333333,5.0,5.333333333333333,12.0,7.0,7.0,8.0,3.0,8.666666666666666,3.0,9.0,1.0,7.333333333333333,10.0,,,,,,,,,7
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,6,6,,6,6,6,,7,7,8,,7,7,7,,8,8,8,,8,8,9,,8,9,8,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,6.0,6.0,6.0,6.0,7.333333333333333,4.0,7.0,10.0,8.0,5.0,8.333333333333334,6.0,8.333333333333334,8.0,,,,,,,,,7
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4,3,3,3,4,3,4,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3.25,15.0,3.75,15.0,,,,,,,,,,,,,,,,,,,2
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6,6,6,6,6,5,6,6,7,6,6,,6.5,6,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,5.75,13.0,6.333333333333333,12.0,6.5,13.0,,,,,,,,,,,,,,,4
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,6,7,6,7,6,7,7,8,7,8,,9,9.5,9,9,9,9,9,9,8,9,8,9,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9,9,0,0,0,0,,,,,6.5,5.0,6.75,5.0,7.666666666666667,4.0,9.125,1.0,9.0,3.0,8.5,8.0,9.5,3.0,10.5,1.0,9.0,5.0,,,,,9
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6,6,6,6,5,5,6,6,7,6,7,,7,6.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,5.5,14.0,6.666666666666667,10.0,7.125,12.0,,,,,,,,,,,,,,,4
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,6,6,6,7,5,7,7,7,7,8,,8.5,7.5,8.5,8,8,8,8,8,9,8,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,9.0,6.5,8.0,7.333333333333333,5.0,8.125,7.0,8.0,9.0,8.5,8.0,8.0,9.0,,,,,,,,,7
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,7,7,7,7,7,7,7,7,7,7,,8.5,8,9,8.5,9,9,9,9,9,9,9,9,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10,9,9.5,9,0,0,0,0,,,,,7.0,2.0,7.0,4.0,7.0,7.0,8.5,4.0,9.0,3.0,9.0,5.0,8.5,6.0,10.5,1.0,9.375,3.0,,,,,9
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,4,5,5,7,6,6,6,7,6,6,,8.5,6.5,8.5,8,7,7,7,7,10,10,10,10,9.5,7.5,8.5,8.5,9,8,9,9,9.5,9,10,9,10,10,10,10,,,,,5.25,14.0,6.25,9.0,6.333333333333333,12.0,7.875,9.0,7.0,11.0,10.0,1.0,8.5,6.0,8.75,7.0,9.375,3.0,10.0,1.0,,,10
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,6,6,6,6,6,6,6,6,6,6,,7.5,6.5,7.5,7.5,8,8,8,8,9,9,9,9,8.5,8.5,9.5,9.5,10,10,9,9,9,9,8.5,9,9.5,9.5,9.5,9.5,,,,,6.0,9.0,6.0,10.0,6.0,14.0,7.25,11.0,8.0,9.0,9.0,5.0,9.0,5.0,9.5,5.0,8.875,6.0,9.5,4.0,,,10
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7,7,6,7,7,7,8,8,7,7,8,,8,8,8.5,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.75,4.0,7.5,3.0,7.333333333333333,5.0,8.25,6.0,9.0,3.0,,,,,,,,,,,,,5
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,5,6,5,7,6,7,7,6,6,8,,8.5,7.5,8.5,8,8,8,9,9,10,9,10,9,9,9,10,10,8,8,8,8,0,0,0,0,0,0,0,0,,,,,5.5,13.0,6.75,5.0,6.666666666666667,10.0,8.125,7.0,8.5,8.0,9.5,3.0,9.5,3.0,8.0,8.0,,,,,,,8
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,6,6,6,7,6,7,7,8,8,8,,8,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,9,9,9,9,0,0,0,0,0,0,0,0,,,,,6.25,7.0,6.75,5.0,8.0,1.0,8.75,2.0,9.0,3.0,9.0,5.0,10.5,1.0,9.0,6.0,,,,,,,8
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8,7,7,7,8,8,7,8,8,8,8,,8.5,8.5,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10.5,9.5,10.5,10.5,10,10,10,10,10,10,10,10,,,,,7.25,1.0,7.75,2.0,8.0,1.0,8.75,2.0,10.0,1.0,10.0,1.0,9.75,2.0,10.25,4.0,10.0,1.0,10.0,1.0,,,10
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6,7,6,6,6,6,6,6,7,7,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,7.0,6.0,10.0,7.0,7.0,,,,,,,,,,,,,,,,,3
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7,6,6,7,6,6,6,6,7,7,7,,7,7,8,7.5,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.5,5.0,6.0,10.0,7.0,7.0,7.375,10.0,9.0,3.0,8.0,10.0,,,,,,,,,,,6
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7,7,7,7,8,8,8,8,8,8,8,,8.5,8.5,8.5,8.5,10,10,9,10,9,9,10,10,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10,10,10,9.5,10,9.5,10,,,,,7.0,2.0,8.0,1.0,8.0,1.0,8.5,4.0,9.75,2.0,9.5,3.0,8.5,6.0,10.5,1.0,9.875,2.0,9.75,3.0,,,10
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,15.0,,,,,,,,,,,,,,,,,,,,,1
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6,5,5,5,5,6,5,5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.25,10.0,5.25,15.0,6.0,13.0,,,,,,,,,,,,,,,,,3
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.0,6.0,7.0,9.0,8.0,6.0,10.0,4.0,,,,,,,,,,,,,5
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6,5,6,6,6,6,6,6,8,7,7,7,7,7,7,7,9,8.5,9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.75,9.0,6.0,13.0,7.25,7.0,7.0,11.0,8.75,10.0,,,,,,,,,,,,,5
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5,5,5,6,7,7,8,8,7,6,7,7,7,7,7,7,9,9,9,9,9,8,8,9,10,9,10,10,9.25,10.25,9.25,10.25,8.5,8,8,8,0,0,0,0,,,,,5.25,10.0,7.5,4.0,6.75,10.0,7.0,11.0,9.0,7.0,8.5,5.0,9.75,1.0,9.75,5.0,8.125,6.0,,,,,9
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7,6,7,7,7,7,7,8,8,7,8,8,7,7,7,8,8.125,8.125,8.625,8.625,9,8,8,9,9,8.5,9.5,9.5,10,9,10,10,9,8,9,8.5,0,0,0,0,,,,,6.75,6.0,7.25,5.0,7.75,5.0,7.25,9.0,8.375,11.0,8.5,5.0,9.125,4.0,9.75,5.0,8.625,5.0,,,,,9
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,10.125,10.125,10.125,10.625,8,9,8,9,9.5,9,9.5,10,11.25,11.25,11.25,11.25,9.5,9,9,9,9.5,9.5,9.5,9.5,,,,,7.25,2.0,8.0,1.0,8.25,1.0,9.0,1.0,10.25,2.0,8.5,5.0,9.5,3.0,11.25,1.0,9.125,3.0,9.5,3.0,,,10
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,5,5,5,5,6,6,7,7,6,6,6,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,6.5,11.0,6.25,12.0,6.25,13.0,,,,,,,,,,,,,,,4
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,5,5,5,5,7,6,6,6,6,6,7,7,8,7,8,8,8.875,8.875,9.375,8.875,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,6.25,12.0,6.5,11.0,7.75,8.0,9.0,7.0,8.0,9.0,,,,,,,,,,,6
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,6,6,7,7,6,7,7,7,7,7,8,9,8,8,9,8.875,8.375,8.875,9.375,9,8,8,9,8.5,9,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.5,7.0,6.75,9.0,7.25,7.0,8.5,4.0,8.875,9.0,8.5,5.0,8.625,8.0,,,,,,,,,7
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,6,6,6,6,7,7,7,7,8,8,8,8,9,8,8,9,9.625,10.125,9.625,9.625,9,9,9,9,8.5,9,9,8.5,9,8,9,9,0,0,0,0,0,0,0,0,,,,,6.0,8.0,7.0,6.0,8.0,4.0,8.5,4.0,9.75,5.0,9.0,3.0,8.75,7.0,8.75,7.0,,,,,,,8
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10.375,10.375,10.375,10.875,10,10,10,10,9.5,9.5,10,10,11.25,11.25,11.25,11.25,10,10,10,10,10,10,10,10,,,,,8.0,1.0,8.0,1.0,8.25,1.0,9.0,1.0,10.5,1.0,10.0,1.0,9.75,1.0,11.25,1.0,10.0,1.0,10.0,1.0,,,10
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5,5,5,5,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,12.0,5.75,14.0,,,,,,,,,,,,,,,,,,,2
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,4,4,5,4,7,6,7,7,6,5,6,6,8,7,7,7,7.75,7.75,7.75,7.75,7,7,7,7,7.5,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,,,,,4.25,16.0,6.75,9.0,5.75,14.0,7.25,9.0,7.75,12.0,7.0,10.0,7.875,9.0,7.25,8.0,,,,,,,8
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7,7,7,7,7,7,7,7,8,7,7,8,8,8,8,8,9.75,9.25,9.75,9.75,9,9,9,9,9,9.5,9,9,11.25,10.25,10.25,10.25,9.5,9,9,9,9.5,9.5,9.5,9.5,,,,,7.0,3.0,7.0,6.0,7.5,6.0,8.0,6.0,9.625,6.0,9.0,3.0,9.125,4.0,10.5,3.0,9.125,3.0,9.5,3.0,,,10
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,10.25,10.25,10.25,10.25,9,9,9,10,9,9,8.5,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,7.0,3.0,8.0,1.0,8.25,1.0,9.0,1.0,10.25,2.0,9.25,2.0,8.875,6.0,10.0,4.0,10.0,1.0,10.0,1.0,,,10
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5,5,5,,6,5,5,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.0,9.0,5.333333333333333,9.0,,,,,,,,,,,,,,,,,,,2
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6,5,6,,6,6,6,,6,6,7,7,7,7,7,,7,8,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,5.666666666666667,7.0,6.0,7.0,6.5,6.0,7.0,6.0,7.333333333333333,8.0,,,,,,,,,,,,,5
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6,5,5,,5,5,5,,6,6,7,6,6,6,6,,8,8,8,,8.25,7.25,8.25,8.25,8,8,8.5,8,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0,,0,0,0,,5.333333333333333,8.0,5.0,10.0,6.25,7.0,6.0,10.0,8.0,4.0,8.0,7.0,8.125,7.0,8.75,5.0,,,,,,,8
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5,4,4,,7,6,6,,6,6,6,6,6,6,6,,7,7,7,,7.5,7.5,7.5,8.5,8.5,8.5,9.5,8.5,8.75,8.75,9.75,8.75,7.75,7.75,8.75,7.75,8.5,8.5,8.5,,9,8.5,9,,4.333333333333333,11.0,6.333333333333333,6.0,6.0,8.0,6.0,10.0,7.0,9.0,7.75,8.0,8.75,6.0,9.0,4.0,8.0,5.0,8.5,5.0,8.833333333333334,5.0,11
