season,week,celebrity_name,ballroom_partner,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,total_judge_score,judge_rank,judge_percent,active,true_elim_flag,exit_type,exit_week,data_anomaly_zero_score
20,3,Noah Galloway,Sharna Burgess,3rd Place,3,7.0,7.0,8.0,8.0,30.0,5.0,0.09584664536741214,True,0,finished,10.0,False
20,3,Redfoo,Emma Slater,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
20,3,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,8,6.0,5.0,5.0,6.0,22.0,10.5,0.07028753993610223,True,0,eliminated,6.0,False
20,3,Chris Soules,Witney Carson,Eliminated Week 8,5,7.0,7.0,7.0,7.0,28.0,7.0,0.08945686900958466,True,0,eliminated,8.0,False
21,3,Gary Busey,Anna Trebunskaya,Eliminated Week 4,10,6.0,7.0,6.0,6.0,25.0,9.0,0.08196721311475409,True,0,eliminated,4.0,False
21,3,Alexa PenaVega,Mark Ballas,Eliminated Week 9,6,9.0,9.0,9.0,9.0,36.0,1.5,0.1180327868852459,True,0,eliminated,9.0,False
21,3,Carlos PenaVega,Witney Carson,Eliminated Week 11,4,7.0,8.0,8.0,8.0,31.0,6.0,0.10163934426229508,True,0,eliminated,11.0,False
21,3,Victor Espinoza,Karina Smirnoff,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
21,3,Alek Skarlatos,Lindsay Arnold,3rd Place,3,8.0,8.0,9.0,8.0,33.0,3.5,0.10819672131147541,True,0,finished,11.0,False
21,3,Chaka Khan,Keo Motsepe,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
21,3,Andy Grammer,Allison Holker,Eliminated Week 8,7,7.0,7.0,8.0,7.0,29.0,8.0,0.09508196721311475,True,0,eliminated,8.0,False
21,3,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,5,8.0,9.0,8.0,8.0,33.0,3.5,0.10819672131147541,True,0,withdrew,9.0,False
21,3,Nick Carter,Sharna Burgess,2nd Place,2,9.0,9.0,9.0,9.0,36.0,1.5,0.1180327868852459,True,0,finished,11.0,False
21,3,Hayes Grier,Emma Slater,Eliminated Week 7,8,7.0,8.0,7.0,8.0,30.0,7.0,0.09836065573770492,True,0,eliminated,7.0,False
21,3,Bindi Irwin,Derek Hough,1st Place,1,8.0,8.0,8.0,8.0,32.0,5.0,0.10491803278688525,True,0,finished,11.0,False
21,3,Kim Zolciak-Biermann,Tony Dovolani,Withdrew,11,0.0,0.0,0.0,0.0,0.0,,,False,0,withdrew,2.0,True
21,3,Paula Deen,Louis van Amstel,Eliminated Week 6,9,5.0,5.0,5.0,5.0,20.0,10.0,0.06557377049180328,True,0,eliminated,6.0,False
22,3,Mischa Barton,Artem Chigvintsev,Eliminated Week 3,11,6.0,6.0,6.0,,18.0,11.0,0.0759493670886076,True,1,eliminated,3.0,False
22,3,Kim Fields,Sasha Farber,Eliminated Week 7,8,8.0,7.0,7.0,,22.0,5.0,0.09282700421940929,True,0,eliminated,7.0,False
22,3,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,6,8.0,7.0,8.0,,23.0,3.5,0.0970464135021097,True,0,eliminated,8.0,False
22,3,Doug Flutie,Karina Smirnoff,Eliminated Week 6,9,7.0,6.0,7.0,,20.0,9.0,0.08438818565400844,True,0,eliminated,6.0,False
22,3,Von Miller,Witney Carson,Eliminated Week 7,7,7.0,6.0,7.0,,20.0,9.0,0.08438818565400844,True,0,eliminated,7.0,False
22,3,Antonio Brown,Sharna Burgess,Eliminated Week 9,5,7.0,6.0,7.0,,20.0,9.0,0.08438818565400844,True,0,eliminated,9.0,False
22,3,Paige VanZant,Mark Ballas,2nd Place,2,8.0,7.0,8.0,,23.0,3.5,0.0970464135021097,True,0,finished,10.0,False
22,3,Geraldo Rivera,Edyta Sliwinska,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
22,3,Nyle DiMarco,Peta Murgatroyd,1st Place,1,8.0,8.0,9.0,,25.0,1.0,0.10548523206751055,True,0,finished,10.0,False
22,3,Ginger Zee,Valentin Chmerkovskiy,3rd Place,3,7.0,7.0,7.0,,21.0,6.5,0.08860759493670886,True,0,finished,10.0,False
22,3,Wanya Morris,Lindsay Arnold,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,2.0,0.10126582278481013,True,0,eliminated,9.0,False
22,3,Marla Maples,Tony Dovolani,Eliminated Week 4,10,7.0,7.0,7.0,,21.0,6.5,0.08860759493670886,True,0,eliminated,4.0,False
23,3,Jake T. Austin,Jenna Johnson,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
23,3,Maureen McCormick,Artem Chigvintsev,Eliminated Week 7,8,7.0,7.0,7.0,7.0,28.0,5.5,0.08615384615384615,True,0,eliminated,7.0,False
23,3,Marilu Henner,Derek Hough,Eliminated Week 9,6,7.0,7.0,7.0,7.0,28.0,5.5,0.08615384615384615,True,0,eliminated,9.0,False
23,3,Ryan Lochte,Cheryl Burke,Eliminated Week 8,7,6.0,7.0,6.0,6.0,25.0,9.0,0.07692307692307693,True,0,eliminated,8.0,False
23,3,Calvin Johnson Jr.,Lindsay Arnold,3rd Place,3,8.0,8.0,8.0,8.0,32.0,1.0,0.09846153846153846,True,0,finished,11.0,False
23,3,Laurie Hernandez,Valentin Chmerkovskiy,1st Place,1,7.0,8.0,8.0,8.0,31.0,2.0,0.09538461538461539,True,0,finished,11.0,False
23,3,Amber Rose,Maksim Chmerkoskiy,Eliminated Week 6,9,7.0,6.0,6.0,6.0,25.0,9.0,0.07692307692307693,True,0,eliminated,6.0,False
23,3,Rick Perry,Emma Slater,Eliminated Week 3,12,6.0,5.0,6.0,6.0,23.0,11.5,0.07076923076923076,True,1,eliminated,3.0,False
23,3,James Hinchcliffe,Sharna Burgess,2nd Place,2,7.0,7.0,8.0,7.0,29.0,4.0,0.08923076923076922,True,0,finished,11.0,False
23,3,Babyface,Allison Holker,Eliminated Week 4,11,7.0,6.0,6.0,6.0,25.0,9.0,0.07692307692307693,True,0,eliminated,4.0,False
23,3,Vanilla Ice,Witney Carson,Eliminated Week 4,10,6.0,6.0,5.0,6.0,23.0,11.5,0.07076923076923076,True,0,eliminated,4.0,False
23,3,Jana Kramer,Gleb Savchenko,Eliminated Week 11,4,6.0,7.0,6.0,7.0,26.0,7.0,0.08,True,0,eliminated,11.0,False
23,3,Terra Jole,Sasha Farber,Eliminated Week 10,5,8.0,7.0,8.0,7.0,30.0,3.0,0.09230769230769231,True,0,eliminated,10.0,False
24,3,Charo,Keo Motsepe,Eliminated Week 3,11,6.0,6.0,6.0,6.0,24.0,10.0,0.0761904761904762,True,1,eliminated,3.0,False
24,3,Mr. T,Kym Herjavec,Eliminated Week 4,10,6.0,6.0,6.0,6.0,24.0,10.0,0.0761904761904762,True,0,eliminated,4.0,False
24,3,Heather Morris,Maksim Chmerkoskiy,Eliminated Week 6,8,9.0,8.0,8.0,8.0,33.0,2.5,0.10476190476190476,True,0,eliminated,6.0,False
24,3,Nancy Kerrigan,Artem Chigvintsev,Eliminated Week 7,7,8.0,9.0,8.0,8.0,33.0,2.5,0.10476190476190476,True,0,eliminated,7.0,False
24,3,Bonner Bolton,Sharna Burgess,Eliminated Week 8,5,6.0,6.0,6.0,6.0,24.0,10.0,0.0761904761904762,True,0,eliminated,8.0,False
24,3,Simone Biles,Sasha Farber,Eliminated Week 9,4,7.0,8.0,9.0,8.0,32.0,4.0,0.10158730158730159,True,0,eliminated,9.0,False
24,3,David Ross,Lindsay Arnold,2nd Place,2,8.0,7.0,8.0,8.0,31.0,5.0,0.09841269841269841,True,0,finished,10.0,False
24,3,Rashad Jennings,Emma Slater,1st Place,1,7.0,7.0,7.0,7.0,28.0,6.0,0.08888888888888889,True,0,finished,10.0,False
24,3,Chris Kattan,Witney Carson,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
24,3,Erika Jayne,Gleb Savchenko,Eliminated Week 5,9,6.0,7.0,7.0,6.0,26.0,7.5,0.08253968253968254,True,0,eliminated,5.0,False
24,3,Normani,Valentin Chmerkovskiy,3rd Place,3,8.0,8.0,9.0,9.0,34.0,1.0,0.10793650793650794,True,0,finished,10.0,False
24,3,Nick Viall,Peta Murgatroyd,Eliminated Week 7,6,7.0,6.0,7.0,6.0,26.0,7.5,0.08253968253968254,True,0,eliminated,7.0,False
25,3,Sasha Pieterse,Gleb Savchenko,Eliminated Week 5,10,7.0,6.0,6.0,,19.0,11.0,0.0778688524590164,True,0,eliminated,5.0,False
25,3,Frankie Muniz,Witney Carson,3rd Place,3,7.0,7.0,7.0,,21.0,8.0,0.0860655737704918,True,0,finished,10.0,False
25,3,Jordan Fisher,Lindsay Arnold,1st Place,1,9.0,7.0,9.0,,25.0,2.0,0.10245901639344263,True,0,finished,10.0,False
25,3,Derek Fisher,Sharna Burgess,Eliminated Week 4,11,7.0,7.0,7.0,,21.0,8.0,0.0860655737704918,True,0,eliminated,4.0,False
25,3,Nikki Bella,Artem Chigvintsev,Eliminated Week 7,8,7.0,7.0,7.0,,21.0,8.0,0.0860655737704918,True,0,eliminated,7.0,False
25,3,Terrell Owens,Cheryl Burke,Eliminated Week 8,6,7.0,7.0,7.0,,21.0,8.0,0.0860655737704918,True,0,eliminated,8.0,False
25,3,Victoria Arlen,Valentin Chmerkovskiy,Eliminated Week 9,5,8.0,7.0,7.0,,22.0,5.0,0.09016393442622951,True,0,eliminated,9.0,False
25,3,Barbara Corcoran,Keo Motsepe,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
25,3,Lindsey Stirling,Mark Ballas,2nd Place,2,9.0,9.0,9.0,,27.0,1.0,0.11065573770491803,True,0,finished,10.0,False
25,3,Debbie Gibson,Alan Bersten,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
25,3,Nick Lachey,Peta Murgatroyd,Eliminated Week 6,9,7.0,7.0,7.0,,21.0,8.0,0.0860655737704918,True,0,eliminated,6.0,False
25,3,Drew Scott,Emma Slater,Eliminated Week 10,4,8.0,7.0,8.0,,23.0,3.5,0.0942622950819672,True,0,eliminated,10.0,False
25,3,Vanessa Lachey,Maksim Chmerkoskiy,Eliminated Week 7,7,7.0,8.0,8.0,,23.0,3.5,0.0942622950819672,True,0,eliminated,7.0,False
26,3,Jamie Anderson,Artem Chigvintsev,Eliminated Week 1,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
26,3,Johnny Damon,Emma Slater,Eliminated Week 1,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
26,3,Kareem Abdul-Jabbar,Lindsay Arnold,Eliminated Week 2,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
26,3,Arike Ogunbowale,Gleb Savchenko,Eliminated Week 2,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
26,3,Jennie Finch Daigle,Keo Motsepe,Eliminated Week 3,6,7.0,8.0,7.0,7.0,29.0,6.0,0.13744075829383887,True,1,eliminated,3.0,False
26,3,Chris Mazdzer,Witney Carson,Eliminated Week 3,5,8.0,9.0,7.0,9.0,33.0,5.0,0.15639810426540285,True,1,eliminated,3.0,False
26,3,Mirai Nagasu,Alan Bersten,Eliminated Week 3,4,9.0,9.0,8.0,9.0,35.0,3.5,0.16587677725118483,True,1,eliminated,3.0,False
26,3,Tonya Harding,Sasha Farber,3rd Place,3,8.5,9.5,8.5,8.5,35.0,3.5,0.16587677725118483,True,0,finished,4.0,False
26,3,Josh Norman,Sharna Burgess,2nd Place,2,9.5,9.5,9.5,9.5,38.0,2.0,0.18009478672985782,True,0,finished,4.0,False
26,3,Adam Rippon,Jenna Johnson,1st Place,1,10.5,10.5,9.5,10.5,41.0,1.0,0.1943127962085308,True,0,finished,4.0,False
27,3,Juan Pablo Di Pace,Cheryl Burke,Eliminated Week 8,5,10.0,10.0,10.0,,30.0,1.0,0.11070110701107011,True,0,eliminated,8.0,False
27,3,Evanna Lynch,Keo Motsepe,3rd Place,3,9.0,9.0,9.0,,27.0,3.0,0.0996309963099631,True,0,finished,9.0,False
27,3,Nancy McKeon,Valentin Chmerkovskiy,Eliminated Week 3,11,8.0,7.0,7.0,,22.0,9.0,0.08118081180811808,True,1,eliminated,3.0,False
27,3,John Schneider,Emma Slater,Eliminated Week 7,8,7.0,7.0,7.0,,21.0,10.0,0.07749077490774908,True,0,eliminated,7.0,False
27,3,Milo Manheim,Witney Carson,2nd Place,2,9.0,9.0,9.0,,27.0,3.0,0.0996309963099631,True,0,finished,9.0,False
27,3,Danelle Umstead,Artem Chigvintsev,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
27,3,Mary Lou Retton,Sasha Farber,Eliminated Week 6,9,8.0,8.0,8.0,,24.0,7.0,0.08856088560885608,True,0,eliminated,6.0,False
27,3,DeMarcus Ware,Lindsay Arnold,Eliminated Week 7,7,9.0,8.0,9.0,,26.0,5.5,0.0959409594095941,True,0,eliminated,7.0,False
27,3,Nikki Glaser,Gleb Savchenko,Eliminated Week 1,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
27,3,Bobby Bones,Sharna Burgess,1st Place,1,8.0,7.0,8.0,,23.0,8.0,0.08487084870848709,True,0,finished,9.0,False
27,3,Tinashe,Brandon Armstrong,Eliminated Week 4,10,9.0,9.0,9.0,,27.0,3.0,0.0996309963099631,True,0,eliminated,4.0,False
27,3,Alexis Ren,Alan Bersten,4th Place,4,9.0,8.0,9.0,,26.0,5.5,0.0959409594095941,True,0,finished,9.0,False
27,3,Joe Amabile,Jenna Johnson,Eliminated Week 8,6,6.0,6.0,6.0,,18.0,11.0,0.06642066420664207,True,0,eliminated,8.0,False
28,3,Kate Flannery,Pasha Pashkov,Eliminated Week 8,7,8.0,8.0,8.0,,24.0,1.5,0.12121212121212122,True,0,eliminated,8.0,False
28,3,James Van Der Beek,Emma Slater,Eliminated Week 10,5,8.0,7.0,8.0,,23.0,3.5,0.11616161616161616,True,0,eliminated,10.0,False
28,3,Kel Mitchell,Witney Carson,2nd Place,2,7.0,6.0,7.0,,20.0,6.5,0.10101010101010101,True,0,finished,11.0,False
28,3,Ray Lewis,Cheryl Burke,Withdrew,11,0.0,0.0,0.0,,0.0,,,False,0,withdrew,2.0,True
28,3,Lamar Odom,Peta Murgatroyd,Eliminated Week 4,10,4.0,4.0,4.0,,12.0,10.0,0.06060606060606061,True,0,eliminated,4.0,False
28,3,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Eliminated Week 6,9,7.0,8.0,8.0,,23.0,3.5,0.11616161616161616,True,0,eliminated,6.0,False
28,3,Sean Spicer,Lindsay Arnold,Eliminated Week 9,6,5.0,5.0,5.0,,15.0,9.0,0.07575757575757576,True,0,eliminated,9.0,False
28,3,Mary Wilson,Brandon Armstrong,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
28,3,Lauren Alaina,Gleb Savchenko,4th Place,4,6.0,7.0,7.0,,20.0,6.5,0.10101010101010101,True,0,finished,11.0,False
28,3,Ally Brooke,Sasha Farber,3rd Place,3,8.0,8.0,8.0,,24.0,1.5,0.12121212121212122,True,0,finished,11.0,False
28,3,Karamo Brown,Jenna Johnson,Eliminated Week 7,8,5.0,5.0,6.0,,16.0,8.0,0.08080808080808081,True,0,eliminated,7.0,False
28,3,Hannah Brown,Alan Bersten,1st Place,1,7.0,7.0,7.0,,21.0,5.0,0.10606060606060606,True,0,finished,11.0,False
29,3,Anne Heche,Keo Motsepe,Eliminated Week 4,13,5.0,5.0,5.0,,15.0,13.0,0.05338078291814947,True,0,eliminated,4.0,False
29,3,Jesse Metcalfe,Sharna Burgess,Eliminated Week 5,12,7.0,6.0,7.0,,20.0,9.0,0.0711743772241993,True,0,eliminated,5.0,False
29,3,Chrishell Stause,Gleb Savchenko,Eliminated Week 8,8,7.0,7.0,8.0,,22.0,5.0,0.07829181494661921,True,0,eliminated,8.0,False
29,3,Skai Jackson,Alan Bersten,Eliminated Week 10,5,6.0,6.0,6.0,,18.0,11.5,0.06405693950177936,True,0,eliminated,10.0,False
29,3,Justina Machado,Sasha Farber,4th Place,4,7.0,6.0,6.0,,19.0,10.0,0.06761565836298933,True,0,finished,11.0,False
29,3,Charles Oakley,Emma Slater,Eliminated Week 2,15,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
29,3,Veron Davis,Peta Murgatroyd,Eliminated Week 6,11,8.0,7.0,7.0,,22.0,5.0,0.07829181494661921,True,0,eliminated,6.0,False
29,3,Johnny Weir,Britt Stewart,Eliminated Week 10,6,8.0,8.0,8.0,,24.0,1.5,0.08540925266903915,True,0,eliminated,10.0,False
29,3,Nev Schulman,Jenna Johnson,2nd Place,2,8.0,8.0,8.0,,24.0,1.5,0.08540925266903915,True,0,finished,11.0,False
29,3,AJ McLean,Cheryl Burke,Eliminated Week 9,7,7.0,7.0,7.0,,21.0,7.5,0.07473309608540925,True,0,eliminated,9.0,False
29,3,Nelly,Daniella Karagach,3rd Place,3,6.0,6.0,6.0,,18.0,11.5,0.06405693950177936,True,0,finished,11.0,False
29,3,Kaitlyn Bristowe,Artem Chigvintsev,1st Place,1,8.0,7.0,8.0,,23.0,3.0,0.08185053380782918,True,0,finished,11.0,False
29,3,Carole Baskin,Pasha Pashkov,Eliminated Week 3,14,5.0,4.0,3.0,,12.0,14.0,0.042704626334519574,True,1,eliminated,3.0,False
29,3,Monica Aldama,Valentin Chmerkovskiy,Eliminated Week 7,10,7.0,7.0,7.0,,21.0,7.5,0.07473309608540925,True,0,eliminated,7.0,False
29,3,Jeannie Mai,Brandon Armstrong,Withdrew,9,7.0,7.0,8.0,,22.0,5.0,0.07829181494661921,True,0,withdrew,7.0,False
30,3,Martin Kove,Britt Stewart,Eliminated Week 2,15,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
30,3,Brian Austin Green,Sharna Burgess,Eliminated Week 4,13,7.0,6.0,6.0,,19.0,12.5,0.06375838926174497,True,0,eliminated,4.0,False
30,3,Melora Hardin,Artem Chigvintsev,Eliminated Week 9,6,8.0,7.0,8.0,,23.0,4.0,0.07718120805369127,True,0,eliminated,9.0,False
30,3,Matt James,Lindsay Arnold,Eliminated Week 4,12,7.0,6.0,7.0,,20.0,10.5,0.06711409395973154,True,0,eliminated,4.0,False
30,3,"Mike ""The Miz"" Mizanin",Witney Carson,Eliminated Week 7,9,7.0,7.0,8.0,,22.0,5.5,0.0738255033557047,True,0,eliminated,7.0,False
30,3,Suni Lee,Sasha Farber,Eliminated Week 9,5,7.0,7.0,7.0,,21.0,8.0,0.07046979865771812,True,0,eliminated,9.0,False
30,3,Iman Shumpert,Daniella Karagach,1st Place,1,7.0,6.0,6.0,,19.0,12.5,0.06375838926174497,True,0,finished,10.0,False
30,3,Cody Rigsby,Cheryl Burke,3rd Place,3,6.0,6.0,6.0,,18.0,14.0,0.06040268456375839,True,0,finished,10.0,False
30,3,Melanie C,Gleb Savchenko,Eliminated Week 5,11,7.0,7.0,8.0,,22.0,5.5,0.0738255033557047,True,0,eliminated,5.0,False
30,3,Jimmie Allen,Emma Slater,Eliminated Week 8,7,6.0,6.0,8.0,,20.0,10.5,0.06711409395973154,True,0,eliminated,8.0,False
30,3,Olivia Jade,Valentin Chmerkovskiy,Eliminated Week 8,8,8.0,8.0,8.0,,24.0,2.0,0.08053691275167785,True,0,eliminated,8.0,False
30,3,JoJo Siwa,Jenna Johnson,2nd Place,2,8.0,8.0,8.0,,24.0,2.0,0.08053691275167785,True,0,finished,10.0,False
30,3,Christine Chiu,Pasha Pashkov,Eliminated Week 3,14,7.0,7.0,7.0,,21.0,8.0,0.07046979865771812,True,1,eliminated,3.0,False
30,3,Kenya Moore,Brandon Armstrong,Eliminated Week 6,10,7.0,7.0,7.0,,21.0,8.0,0.07046979865771812,True,0,eliminated,6.0,False
30,3,Amanda Kloots,Alan Bersten,4th Place,4,8.0,8.0,8.0,,24.0,2.0,0.08053691275167785,True,0,finished,10.0,False
31,3,Jason Lewis,Peta Murgatroyd,Eliminated Week 1,16,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
31,3,Cheryl Ladd,Louis van Amstel,Eliminated Week 3,14,6.0,6.0,6.0,6.0,24.0,13.0,0.05955334987593052,True,1,eliminated,3.0,False
31,3,Selma Blair,Sasha Farber,Withdrew,12,7.0,7.0,7.0,7.0,28.0,9.0,0.06947890818858561,True,0,withdrew,5.0,False
31,3,Joseph Baena,Daniella Karagach,Eliminated Week 5,11,8.0,7.0,7.0,7.0,29.0,7.5,0.07196029776674938,True,0,eliminated,5.0,False
31,3,Trevor Donovan,Emma Slater,Eliminated Week 9,6,7.0,6.0,7.0,7.0,27.0,10.0,0.06699751861042183,True,0,eliminated,9.0,False
31,3,Daniel Durant,Britt Stewart,Eliminated Week 9,5,8.0,7.0,8.0,8.0,31.0,5.0,0.07692307692307693,True,0,eliminated,9.0,False
31,3,Wayne Brady,Witney Carson,3rd Place,3,8.0,8.0,8.0,9.0,33.0,2.0,0.08188585607940446,True,0,finished,10.0,False
31,3,Sam Champion,Cheryl Burke,Eliminated Week 4,13,6.0,6.0,6.0,7.0,25.0,12.0,0.062034739454094295,True,0,eliminated,4.0,False
31,3,Jessie James Decker,Alan Bersten,Eliminated Week 6,10,6.0,6.0,7.0,7.0,26.0,11.0,0.06451612903225806,True,0,eliminated,6.0,False
31,3,Jordin Sparks,Brandon Armstrong,Eliminated Week 7,9,7.0,7.0,7.0,8.0,29.0,7.5,0.07196029776674938,True,0,eliminated,7.0,False
31,3,Heidi D'Amelio,Artem Chigvintsev,Eliminated Week 8,8,8.0,8.0,8.0,8.0,32.0,4.0,0.0794044665012407,True,0,eliminated,8.0,False
31,3,Charli D'Amelio,Mark Ballas,1st Place,1,8.0,8.0,8.0,9.0,33.0,2.0,0.08188585607940446,True,0,finished,10.0,False
31,3,Teresa Giudice,Pasha Pashkov,Eliminated Week 2,15,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
31,3,Vinny Guadagnino,Koko Iwasaki,Eliminated Week 8,7,6.0,5.0,6.0,6.0,23.0,14.0,0.05707196029776675,True,0,eliminated,8.0,False
31,3,Shangela,Gleb Savchenko,4th Place,4,8.0,7.0,7.0,8.0,30.0,6.0,0.07444168734491315,True,0,finished,10.0,False
31,3,Gabby Windey,Valentin Chmerkovskiy,2nd Place,2,8.0,8.0,8.0,9.0,33.0,2.0,0.08188585607940446,True,0,finished,10.0,False
32,3,Jamie Lynn Spears,Alan Bersten,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
32,3,Mira Sorvino,Gleb Savchenko,Eliminated Week 5,10,6.0,6.0,7.0,7.0,26.0,6.0,0.0804953560371517,True,0,eliminated,5.0,False
32,3,Barry Williams,Peta Murgatroyd,Eliminated Week 8,7,6.0,6.0,7.0,6.0,25.0,7.0,0.07739938080495357,True,0,eliminated,8.0,False
32,3,Alyson Hannigan,Sasha Farber,5th Place,5,6.0,6.0,6.0,6.0,24.0,8.5,0.07430340557275542,True,0,finished,11.0,False
32,3,Xochitl Gomez,Valentin Chmerkovskiy,1st Place,1,8.0,8.0,8.0,8.0,32.0,3.5,0.09907120743034056,True,0,finished,11.0,False
32,3,Adrian Peterson,Britt Stewart,Eliminated Week 4,11,5.0,5.0,6.0,6.0,22.0,11.0,0.06811145510835913,True,0,eliminated,4.0,False
32,3,Matt Walsh,Koko Iwasaki,Eliminated Week 1,14,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
32,3,Tyson Beckford,Jenna Johnson,Eliminated Week 3,12,5.0,5.0,5.0,5.0,20.0,12.0,0.06191950464396285,True,1,eliminated,3.0,False
32,3,Jason Mraz,Daniella Karagach,2nd Place,2,9.0,8.0,9.0,8.0,34.0,1.5,0.10526315789473684,True,0,finished,11.0,False
32,3,Lele Pons,Brandon Armstrong,Eliminated Week 7,8,7.0,6.0,7.0,7.0,27.0,5.0,0.08359133126934984,True,0,eliminated,7.0,False
32,3,Harry Jowsey,Rylee Arnold,Eliminated Week 9,6,6.0,5.0,7.0,6.0,24.0,8.5,0.07430340557275542,True,0,eliminated,9.0,False
32,3,Mauricio Umansky,Emma Slater,Eliminated Week 6,9,7.0,5.0,6.0,5.0,23.0,10.0,0.07120743034055728,True,0,eliminated,6.0,False
32,3,Charity Lawson,Artem Chigvintsev,4th Place,4,8.0,8.0,8.0,8.0,32.0,3.5,0.09907120743034056,True,0,finished,11.0,False
32,3,Ariana Madix,Pasha Pashkov,3rd Place,3,9.0,8.0,9.0,8.0,34.0,1.5,0.10526315789473684,True,0,finished,11.0,False
33,3,Tori Spelling,Pasha Pashkov,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
33,3,Eric Roberts,Britt Stewart,Eliminated Week 3,10,6.5,5.5,5.5,5.5,23.0,10.0,0.07232704402515723,True,1,eliminated,3.0,False
33,3,Reginald VelJohnson,Emma Slater,Eliminated Week 3,10,6.0,5.0,5.0,5.0,21.0,11.0,0.0660377358490566,True,1,eliminated,3.0,False
33,3,Chandler Kinney,Brandon Armstrong,3rd Place,3,8.5,8.5,9.0,8.5,34.5,2.0,0.10849056603773585,True,0,finished,9.0,False
33,3,Dwight Howard ,Daniella Karagach,Eliminated Week 7,6,7.0,6.5,6.0,6.5,26.0,9.0,0.08176100628930817,True,0,eliminated,7.0,False
33,3,Danny Amendola,Witney Carson,5th Place,5,7.5,7.5,8.0,7.0,30.0,6.0,0.09433962264150944,True,0,finished,9.0,False
33,3,Stephen Nedoroscik,Rylee Arnold,4th Place,4,8.0,8.0,7.5,7.5,31.0,3.5,0.09748427672955975,True,0,finished,9.0,False
33,3,Ilona Maher,Alan Bersten,2nd Place,2,7.5,7.0,7.0,6.5,28.0,7.5,0.0880503144654088,True,0,finished,9.0,False
33,3,Anna Delvey,Ezra Sosa,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
33,3,Brooks Nader,Gleb Savchenko,Eliminated Week 4,9,7.5,7.5,8.0,7.5,30.5,5.0,0.0959119496855346,True,0,eliminated,4.0,False
33,3,Phaedra Parks,Val Chmerkovskiy,Eliminated Week 5,8,7.5,7.5,6.0,7.0,28.0,7.5,0.0880503144654088,True,0,eliminated,5.0,False
33,3,Jenn Tran,Sasha Farber,Eliminated Week 6,7,8.0,8.0,7.0,8.0,31.0,3.5,0.09748427672955975,True,0,eliminated,6.0,False
33,3,Joey Graziadei,Jenna Johnson,1st Place,1,9.0,9.0,8.5,8.5,35.0,1.0,0.11006289308176101,True,0,finished,9.0,False
34,3,Corey Feldman,Jenna Johnson,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
34,3,Danielle Fishel,Pasha Pashkov,Eliminated Week 8,8,7.0,7.0,7.0,,21.0,8.5,0.08171206225680934,True,0,eliminated,8.0,False
34,3,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),5th Place,5,7.0,7.0,7.0,,21.0,8.5,0.08171206225680934,True,0,finished,11.0,False
34,3,Baron Davis,Britt Stewart,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
34,3,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3rd Place,3,8.0,8.0,8.0,,24.0,1.5,0.0933852140077821,True,0,finished,11.0,False
